"---","ItemId","ItemType","Rarity","DisplayName","Description","ShortDescription","Tags","MaxStackSize","Weight","BaseValue","bConsumable","bEquippable","bQuestItem","bCanDrop","bCanTrade","ScalarProperties","UI","WorldVisual","Nutrition","Inspection","bIsTool","ToolType","ToolQuality","MaxDurability"
"IronNails01","IronNails01","Material","Common","NSLOCTEXT(""DT_Items"", ""IronNails01_DisplayName"", ""Iron Nails"")","NSLOCTEXT(""DT_Items"", ""IronNails01_Description"", ""Small iron fasteners for joining wood. Nails transformed construction - enabling faster assembly than joinery and stronger joints than wooden pegs. A blacksmith could produce hundreds of nails per day. Nails were valuable enough to be salvaged from burning buildings in frontier areas."")","NSLOCTEXT(""DT_Items"", ""IronNails01_ShortDescription"", ""Iron fastening nails."")","{tags}","50","0.010000","2.000000","False","False","False","True","True","","(IconSmall=None,IconLarge=None,Tint=(R=1.000000,G=1.000000,B=1.000000,A=1.000000))","(WorldActorClass=None,StaticMesh=None,MaterialOverride=None,RelativeTransform=(Rotation=(X=0.000000,Y=0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),bSimulatePhysics=False)","(Calories=0.000000,WaterContent=0.000000,Protein=0.000000,Carbohydrates=0.000000,Fat=0.000000,Fiber=0.000000,VitaminA=0.000000,VitaminB=0.000000,VitaminC=0.000000,VitaminD=0.000000,Iron=0.000000,Calcium=0.000000,Potassium=0.000000,Sodium=0.000000)","(Grants=((Id=""Smithing"",bIsKnowledge=False,XPAmount=5.0,MaxLevel=3)))","False","None","1.000000","0"
"Horseshoe01","Horseshoe01","Misc","Common","NSLOCTEXT(""DT_Items"", ""Horseshoe01_DisplayName"", ""Horseshoe"")","NSLOCTEXT(""DT_Items"", ""Horseshoe01_Description"", ""A curved iron plate nailed to a horses hoof for protection. Horseshoes enabled horses to work on hard roads and rocky terrain without wearing their hooves. The technology spread in the early medieval period, transforming transportation and warfare by keeping horses sound through hard use."")","NSLOCTEXT(""DT_Items"", ""Horseshoe01_ShortDescription"", ""Protective iron horse footwear."")","{tags}","4","0.400000","15.000000","False","False","False","True","True","","(IconSmall=None,IconLarge=None,Tint=(R=1.000000,G=1.000000,B=1.000000,A=1.000000))","(WorldActorClass=None,StaticMesh=None,MaterialOverride=None,RelativeTransform=(Rotation=(X=0.000000,Y=0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),bSimulatePhysics=False)","(Calories=0.000000,WaterContent=0.000000,Protein=0.000000,Carbohydrates=0.000000,Fat=0.000000,Fiber=0.000000,VitaminA=0.000000,VitaminB=0.000000,VitaminC=0.000000,VitaminD=0.000000,Iron=0.000000,Calcium=0.000000,Potassium=0.000000,Sodium=0.000000)","(Grants=((Id=""Smithing"",bIsKnowledge=False,XPAmount=12.0,MaxLevel=3),(Id=""Farriery"",bIsKnowledge=True,XPAmount=100.0,MaxLevel=3)))","False","None","1.000000","100"
"Anvil01","Anvil01","Tool","Rare","NSLOCTEXT(""DT_Items"", ""Anvil01_DisplayName"", ""Iron Anvil"")","NSLOCTEXT(""DT_Items"", ""Anvil01_Description"", ""A heavy iron block on which metal is shaped by hammering. The anvil is the essential tool of the blacksmith - its mass provides resistance for forging, while its shaped surfaces enable specific forming operations. A good anvil could last generations, becoming a family heirloom."")","NSLOCTEXT(""DT_Items"", ""Anvil01_ShortDescription"", ""A blacksmiths iron anvil."")","{tags}","1","50.000000","200.000000","False","False","False","True","True","","(IconSmall=None,IconLarge=None,Tint=(R=1.000000,G=1.000000,B=1.000000,A=1.000000))","(WorldActorClass=None,StaticMesh=None,MaterialOverride=None,RelativeTransform=(Rotation=(X=0.000000,Y=0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),bSimulatePhysics=False)","(Calories=0.000000,WaterContent=0.000000,Protein=0.000000,Carbohydrates=0.000000,Fat=0.000000,Fiber=0.000000,VitaminA=0.000000,VitaminB=0.000000,VitaminC=0.000000,VitaminD=0.000000,Iron=0.000000,Calcium=0.000000,Potassium=0.000000,Sodium=0.000000)","(Grants=((Id=""Smithing"",bIsKnowledge=False,XPAmount=35.0,MaxLevel=3),(Id=""AnvilWork"",bIsKnowledge=True,XPAmount=100.0,MaxLevel=3)))","True","Anvil","0.800000","0"
"Tongs01","Tongs01","Tool","Uncommon","NSLOCTEXT(""DT_Items"", ""Tongs01_DisplayName"", ""Smithing Tongs"")","NSLOCTEXT(""DT_Items"", ""Tongs01_Description"", ""Iron tools for gripping hot metal. Tongs enabled the smith to manipulate red-hot iron safely and precisely. Different shapes suited different work - flat jaws for bar stock, round for rods, specialized forms for specific tasks. Tongs were often the first tools a new smith made."")","NSLOCTEXT(""DT_Items"", ""Tongs01_ShortDescription"", ""Iron gripping tools."")","{tags}","1","1.000000","40.000000","False","False","False","True","True","","(IconSmall=None,IconLarge=None,Tint=(R=1.000000,G=1.000000,B=1.000000,A=1.000000))","(WorldActorClass=None,StaticMesh=None,MaterialOverride=None,RelativeTransform=(Rotation=(X=0.000000,Y=0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),bSimulatePhysics=False)","(Calories=0.000000,WaterContent=0.000000,Protein=0.000000,Carbohydrates=0.000000,Fat=0.000000,Fiber=0.000000,VitaminA=0.000000,VitaminB=0.000000,VitaminC=0.000000,VitaminD=0.000000,Iron=0.000000,Calcium=0.000000,Potassium=0.000000,Sodium=0.000000)","(Grants=((Id=""Smithing"",bIsKnowledge=False,XPAmount=18.0,MaxLevel=3)))","True","Tongs","0.500000","200"
"SmithHammer01","SmithHammer01","Tool","Uncommon","NSLOCTEXT(""DT_Items"", ""SmithHammer01_DisplayName"", ""Smithing Hammer"")","NSLOCTEXT(""DT_Items"", ""SmithHammer01_Description"", ""A heavy iron hammer designed for metalworking. The smiths hammer shapes metal through thousands of precise blows. Different weights and face shapes suited different work - heavy hammers for drawing out, light hammers for finishing. The hammer became the symbol of the smith and of industry itself."")","NSLOCTEXT(""DT_Items"", ""SmithHammer01_ShortDescription"", ""An iron forging hammer."")","{tags}","1","1.500000","50.000000","False","True","False","True","True","","(IconSmall=None,IconLarge=None,Tint=(R=1.000000,G=1.000000,B=1.000000,A=1.000000))","(WorldActorClass=None,StaticMesh=None,MaterialOverride=None,RelativeTransform=(Rotation=(X=0.000000,Y=0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),bSimulatePhysics=False)","(Calories=0.000000,WaterContent=0.000000,Protein=0.000000,Carbohydrates=0.000000,Fat=0.000000,Fiber=0.000000,VitaminA=0.000000,VitaminB=0.000000,VitaminC=0.000000,VitaminD=0.000000,Iron=0.000000,Calcium=0.000000,Potassium=0.000000,Sodium=0.000000)","(Grants=((Id=""Smithing"",bIsKnowledge=False,XPAmount=15.0,MaxLevel=3)))","True","Hammer","0.700000","300"
"Stone01","Stone01","Material","Common","NSLOCTEXT(""DT_Items"", ""Stone01_DisplayName"", ""Stone"")","NSLOCTEXT(""DT_Items"", ""Stone01_Description"", ""A common stone suitable for throwing or simple tasks. Humans have selected and used natural stones for over 3 million years - the first tools required no modification at all, just recognition of a useful shape."")","NSLOCTEXT(""DT_Items"", ""Stone01_ShortDescription"", ""A common stone."")","Material,Stone,Era1","10","2.000000","1.000000","False","False","False","True","True","","(IconSmall=None,IconLarge=None,Tint=(R=1.000000,G=1.000000,B=1.000000,A=1.000000))","(WorldActorClass=None,StaticMesh=None,MaterialOverride=None,RelativeTransform=(Rotation=(X=0.000000,Y=0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),bSimulatePhysics=False)","(Calories=0.000000,WaterContent=0.000000,Protein=0.000000,Carbohydrates=0.000000,Fat=0.000000,Fiber=0.000000,VitaminA=0.000000,VitaminB=0.000000,VitaminC=0.000000,VitaminD=0.000000,Iron=0.000000,Calcium=0.000000,Potassium=0.000000,Sodium=0.000000)","(Grants=())","False","None","1.000000","0"
"Flint01","Flint01","Material","Uncommon","NSLOCTEXT(""DT_Items"", ""Flint01_DisplayName"", ""Flint"")","NSLOCTEXT(""DT_Items"", ""Flint01_Description"", ""High-quality flint nodule with the conchoidal fracture pattern essential for knapping. Flint was so valuable in prehistory that it was traded hundreds of miles from its sources. The best flint comes from chalk deposits where silica replaced ancient sea creatures."")","NSLOCTEXT(""DT_Items"", ""Flint01_ShortDescription"", ""Quality flint nodule."")","Material,Stone,Flint,Era1","5","1.500000","15.000000","False","False","False","True","True","","(IconSmall=None,IconLarge=None,Tint=(R=1.000000,G=1.000000,B=1.000000,A=1.000000))","(WorldActorClass=None,StaticMesh=None,MaterialOverride=None,RelativeTransform=(Rotation=(X=0.000000,Y=0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),bSimulatePhysics=False)","(Calories=0.000000,WaterContent=0.000000,Protein=0.000000,Carbohydrates=0.000000,Fat=0.000000,Fiber=0.000000,VitaminA=0.000000,VitaminB=0.000000,VitaminC=0.000000,VitaminD=0.000000,Iron=0.000000,Calcium=0.000000,Potassium=0.000000,Sodium=0.000000)","(Grants=())","False","None","1.000000","0"
"Branch01","Branch01","Material","Common","NSLOCTEXT(""DT_Items"", ""Branch01_DisplayName"", ""Branch"")","NSLOCTEXT(""DT_Items"", ""Branch01_Description"", ""A fallen branch suitable for various uses. Gathering deadfall was safer than cutting live wood and provided already-seasoned material. Different tree species offered different properties - willow for flexibility, oak for strength."")","NSLOCTEXT(""DT_Items"", ""Branch01_ShortDescription"", ""A wooden branch."")","Material,Wood,Era1","10","1.000000","1.000000","False","False","False","True","True","","(IconSmall=None,IconLarge=None,Tint=(R=1.000000,G=1.000000,B=1.000000,A=1.000000))","(WorldActorClass=None,StaticMesh=None,MaterialOverride=None,RelativeTransform=(Rotation=(X=0.000000,Y=0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),bSimulatePhysics=False)","(Calories=0.000000,WaterContent=0.000000,Protein=0.000000,Carbohydrates=0.000000,Fat=0.000000,Fiber=0.000000,VitaminA=0.000000,VitaminB=0.000000,VitaminC=0.000000,VitaminD=0.000000,Iron=0.000000,Calcium=0.000000,Potassium=0.000000,Sodium=0.000000)","(Grants=())","False","None","1.000000","0"
"Hardwood01","Hardwood01","Material","Uncommon","NSLOCTEXT(""DT_Items"", ""Hardwood01_DisplayName"", ""Hardwood"")","NSLOCTEXT(""DT_Items"", ""Hardwood01_Description"", ""Dense hardwood from oak, ash, or similar species. Hardwoods grow slowly, packing more cellulose into each growth ring. This density made them essential for tool handles, weapon hafts, and anything requiring strength and durability."")","NSLOCTEXT(""DT_Items"", ""Hardwood01_ShortDescription"", ""Dense hardwood piece."")","Material,Wood,Hardwood,Era1","5","3.000000","5.000000","False","False","False","True","True","","(IconSmall=None,IconLarge=None,Tint=(R=1.000000,G=1.000000,B=1.000000,A=1.000000))","(WorldActorClass=None,StaticMesh=None,MaterialOverride=None,RelativeTransform=(Rotation=(X=0.000000,Y=0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),bSimulatePhysics=False)","(Calories=0.000000,WaterContent=0.000000,Protein=0.000000,Carbohydrates=0.000000,Fat=0.000000,Fiber=0.000000,VitaminA=0.000000,VitaminB=0.000000,VitaminC=0.000000,VitaminD=0.000000,Iron=0.000000,Calcium=0.000000,Potassium=0.000000,Sodium=0.000000)","(Grants=())","False","None","1.000000","0"
"Softwood01","Softwood01","Material","Common","NSLOCTEXT(""DT_Items"", ""Softwood01_DisplayName"", ""Softwood"")","NSLOCTEXT(""DT_Items"", ""Softwood01_Description"", ""Light softwood from pine, spruce, or similar conifers. Softwoods grow quickly and work easily with stone tools. Their lower density made them ideal for friction fire hearths, floats, and situations where weight mattered."")","NSLOCTEXT(""DT_Items"", ""Softwood01_ShortDescription"", ""Light softwood piece."")","Material,Wood,Softwood,Era1","10","1.500000","3.000000","False","False","False","True","True","","(IconSmall=None,IconLarge=None,Tint=(R=1.000000,G=1.000000,B=1.000000,A=1.000000))","(WorldActorClass=None,StaticMesh=None,MaterialOverride=None,RelativeTransform=(Rotation=(X=0.000000,Y=0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),bSimulatePhysics=False)","(Calories=0.000000,WaterContent=0.000000,Protein=0.000000,Carbohydrates=0.000000,Fat=0.000000,Fiber=0.000000,VitaminA=0.000000,VitaminB=0.000000,VitaminC=0.000000,VitaminD=0.000000,Iron=0.000000,Calcium=0.000000,Potassium=0.000000,Sodium=0.000000)","(Grants=())","False","None","1.000000","0"
"LargeLog01","LargeLog01","Material","Uncommon","NSLOCTEXT(""DT_Items"", ""LargeLog01_DisplayName"", ""Large Log"")","NSLOCTEXT(""DT_Items"", ""LargeLog01_Description"", ""A substantial log requiring significant effort to harvest with stone tools. Felling large trees was a major undertaking before metal axes - fire-girdling (burning a ring around the trunk) was often used to kill trees before cutting."")","NSLOCTEXT(""DT_Items"", ""LargeLog01_ShortDescription"", ""A large wooden log."")","Material,Wood,Log,Era3","1","25.000000","10.000000","False","False","False","True","True","","(IconSmall=None,IconLarge=None,Tint=(R=1.000000,G=1.000000,B=1.000000,A=1.000000))","(WorldActorClass=None,StaticMesh=None,MaterialOverride=None,RelativeTransform=(Rotation=(X=0.000000,Y=0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),bSimulatePhysics=False)","(Calories=0.000000,WaterContent=0.000000,Protein=0.000000,Carbohydrates=0.000000,Fat=0.000000,Fiber=0.000000,VitaminA=0.000000,VitaminB=0.000000,VitaminC=0.000000,VitaminD=0.000000,Iron=0.000000,Calcium=0.000000,Potassium=0.000000,Sodium=0.000000)","(Grants=())","False","None","1.000000","0"
"Plank01","Plank01","Material","Uncommon","NSLOCTEXT(""DT_Items"", ""Plank01_DisplayName"", ""Wooden Plank"")","NSLOCTEXT(""DT_Items"", ""Plank01_Description"", ""A split wooden plank. Before saws, planks were produced by splitting logs along the grain using wooden wedges. This technique, called riving, produced stronger planks than sawing because it followed natural wood fibers."")","NSLOCTEXT(""DT_Items"", ""Plank01_ShortDescription"", ""A wooden plank."")","Material,Wood,Plank,Era4","5","4.000000","8.000000","False","False","False","True","True","","(IconSmall=None,IconLarge=None,Tint=(R=1.000000,G=1.000000,B=1.000000,A=1.000000))","(WorldActorClass=None,StaticMesh=None,MaterialOverride=None,RelativeTransform=(Rotation=(X=0.000000,Y=0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),bSimulatePhysics=False)","(Calories=0.000000,WaterContent=0.000000,Protein=0.000000,Carbohydrates=0.000000,Fat=0.000000,Fiber=0.000000,VitaminA=0.000000,VitaminB=0.000000,VitaminC=0.000000,VitaminD=0.000000,Iron=0.000000,Calcium=0.000000,Potassium=0.000000,Sodium=0.000000)","(Grants=())","False","None","1.000000","0"
"BowStave01","BowStave01","Material","Uncommon","NSLOCTEXT(""DT_Items"", ""BowStave01_DisplayName"", ""Bow Stave"")","NSLOCTEXT(""DT_Items"", ""BowStave01_Description"", ""A carefully selected and seasoned piece of wood suitable for bow-making. The best bow staves come from the boundary between heartwood and sapwood, combining the compression strength of heartwood with the tension strength of sapwood."")","NSLOCTEXT(""DT_Items"", ""BowStave01_ShortDescription"", ""Seasoned bow wood."")","Material,Wood,Bowmaking,Era3","3","2.000000","20.000000","False","False","False","True","True","","(IconSmall=None,IconLarge=None,Tint=(R=1.000000,G=1.000000,B=1.000000,A=1.000000))","(WorldActorClass=None,StaticMesh=None,MaterialOverride=None,RelativeTransform=(Rotation=(X=0.000000,Y=0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),bSimulatePhysics=False)","(Calories=0.000000,WaterContent=0.000000,Protein=0.000000,Carbohydrates=0.000000,Fat=0.000000,Fiber=0.000000,VitaminA=0.000000,VitaminB=0.000000,VitaminC=0.000000,VitaminD=0.000000,Iron=0.000000,Calcium=0.000000,Potassium=0.000000,Sodium=0.000000)","(Grants=())","False","None","1.000000","0"
"ArrowShaft01","ArrowShaft01","Material","Common","NSLOCTEXT(""DT_Items"", ""ArrowShaft01_DisplayName"", ""Arrow Shaft"")","NSLOCTEXT(""DT_Items"", ""ArrowShaft01_Description"", ""A straight wooden shaft suitable for arrow-making. Arrow shafts required careful selection - they needed to be straight, properly dried, and matched in weight and spine (flexibility) for consistent flight."")","NSLOCTEXT(""DT_Items"", ""ArrowShaft01_ShortDescription"", ""Straight wooden shaft."")","Material,Wood,Arrows,Era3","20","0.100000","2.000000","False","False","False","True","True","","(IconSmall=None,IconLarge=None,Tint=(R=1.000000,G=1.000000,B=1.000000,A=1.000000))","(WorldActorClass=None,StaticMesh=None,MaterialOverride=None,RelativeTransform=(Rotation=(X=0.000000,Y=0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),bSimulatePhysics=False)","(Calories=0.000000,WaterContent=0.000000,Protein=0.000000,Carbohydrates=0.000000,Fat=0.000000,Fiber=0.000000,VitaminA=0.000000,VitaminB=0.000000,VitaminC=0.000000,VitaminD=0.000000,Iron=0.000000,Calcium=0.000000,Potassium=0.000000,Sodium=0.000000)","(Grants=())","False","None","1.000000","0"
"Clay01","Clay01","Material","Common","NSLOCTEXT(""DT_Items"", ""Clay01_DisplayName"", ""Clay"")","NSLOCTEXT(""DT_Items"", ""Clay01_Description"", ""Workable clay gathered from riverbanks or deposits. Clay particles are so fine they hold water between them, allowing the material to be shaped. Different clays fire to different colors - iron-rich clay becomes red, clean clay fires white."")","NSLOCTEXT(""DT_Items"", ""Clay01_ShortDescription"", ""Workable clay."")","Material,Clay,Era5","10","3.000000","2.000000","False","False","False","True","True","","(IconSmall=None,IconLarge=None,Tint=(R=1.000000,G=1.000000,B=1.000000,A=1.000000))","(WorldActorClass=None,StaticMesh=None,MaterialOverride=None,RelativeTransform=(Rotation=(X=0.000000,Y=0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),bSimulatePhysics=False)","(Calories=0.000000,WaterContent=0.000000,Protein=0.000000,Carbohydrates=0.000000,Fat=0.000000,Fiber=0.000000,VitaminA=0.000000,VitaminB=0.000000,VitaminC=0.000000,VitaminD=0.000000,Iron=0.000000,Calcium=0.000000,Potassium=0.000000,Sodium=0.000000)","(Grants=())","False","None","1.000000","0"
"Sand01","Sand01","Material","Common","NSLOCTEXT(""DT_Items"", ""Sand01_DisplayName"", ""Sand"")","NSLOCTEXT(""DT_Items"", ""Sand01_Description"", ""Fine sand useful for pottery tempering, grinding, and glass-making. Not all sand works for all purposes - beach sand contains salt that causes problems, while river sand is often ideal for construction."")","NSLOCTEXT(""DT_Items"", ""Sand01_ShortDescription"", ""Fine sand."")","Material,Sand,Era5","20","2.000000","1.000000","False","False","False","True","True","","(IconSmall=None,IconLarge=None,Tint=(R=1.000000,G=1.000000,B=1.000000,A=1.000000))","(WorldActorClass=None,StaticMesh=None,MaterialOverride=None,RelativeTransform=(Rotation=(X=0.000000,Y=0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),bSimulatePhysics=False)","(Calories=0.000000,WaterContent=0.000000,Protein=0.000000,Carbohydrates=0.000000,Fat=0.000000,Fiber=0.000000,VitaminA=0.000000,VitaminB=0.000000,VitaminC=0.000000,VitaminD=0.000000,Iron=0.000000,Calcium=0.000000,Potassium=0.000000,Sodium=0.000000)","(Grants=())","False","None","1.000000","0"
"Sandstone01","Sandstone01","Material","Common","NSLOCTEXT(""DT_Items"", ""Sandstone01_DisplayName"", ""Sandstone"")","NSLOCTEXT(""DT_Items"", ""Sandstone01_Description"", ""Sandstone with abrasive surface ideal for grinding and shaping. Natural sandstone served as humanity's first grinding tools - the grit embedded in the stone wore away other materials through friction."")","NSLOCTEXT(""DT_Items"", ""Sandstone01_ShortDescription"", ""Abrasive sandstone."")","Material,Stone,Sandstone,Era4","5","4.000000","5.000000","False","False","False","True","True","","(IconSmall=None,IconLarge=None,Tint=(R=1.000000,G=1.000000,B=1.000000,A=1.000000))","(WorldActorClass=None,StaticMesh=None,MaterialOverride=None,RelativeTransform=(Rotation=(X=0.000000,Y=0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),bSimulatePhysics=False)","(Calories=0.000000,WaterContent=0.000000,Protein=0.000000,Carbohydrates=0.000000,Fat=0.000000,Fiber=0.000000,VitaminA=0.000000,VitaminB=0.000000,VitaminC=0.000000,VitaminD=0.000000,Iron=0.000000,Calcium=0.000000,Potassium=0.000000,Sodium=0.000000)","(Grants=())","False","None","1.000000","0"
"Greenstone01","Greenstone01","Material","Rare","NSLOCTEXT(""DT_Items"", ""Greenstone01_DisplayName"", ""Greenstone"")","NSLOCTEXT(""DT_Items"", ""Greenstone01_Description"", ""Dense greenstone (jade, nephrite, or serpentine) prized for ground stone tools. These metamorphic rocks are extremely tough and take a fine polish. Greenstone axes were so valuable they were often more ceremonial than practical."")","NSLOCTEXT(""DT_Items"", ""Greenstone01_ShortDescription"", ""Dense greenstone."")","Material,Stone,Greenstone,Era4","3","3.000000","25.000000","False","False","False","True","True","","(IconSmall=None,IconLarge=None,Tint=(R=1.000000,G=1.000000,B=1.000000,A=1.000000))","(WorldActorClass=None,StaticMesh=None,MaterialOverride=None,RelativeTransform=(Rotation=(X=0.000000,Y=0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),bSimulatePhysics=False)","(Calories=0.000000,WaterContent=0.000000,Protein=0.000000,Carbohydrates=0.000000,Fat=0.000000,Fiber=0.000000,VitaminA=0.000000,VitaminB=0.000000,VitaminC=0.000000,VitaminD=0.000000,Iron=0.000000,Calcium=0.000000,Potassium=0.000000,Sodium=0.000000)","(Grants=())","False","None","1.000000","0"
"Resin01","Resin01","Material","Common","NSLOCTEXT(""DT_Items"", ""Resin01_DisplayName"", ""Tree Resin"")","NSLOCTEXT(""DT_Items"", ""Resin01_Description"", ""Sticky tree resin collected from pine or birch wounds. Resin was prehistory's superglue - it could be softened by heating, applied, and hardened to create waterproof, durable bonds. Birch tar required sophisticated pyrolysis to produce."")","NSLOCTEXT(""DT_Items"", ""Resin01_ShortDescription"", ""Sticky tree resin."")","Material,Resin,Era2","10","0.300000","8.000000","False","False","False","True","True","","(IconSmall=None,IconLarge=None,Tint=(R=1.000000,G=1.000000,B=1.000000,A=1.000000))","(WorldActorClass=None,StaticMesh=None,MaterialOverride=None,RelativeTransform=(Rotation=(X=0.000000,Y=0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),bSimulatePhysics=False)","(Calories=0.000000,WaterContent=0.000000,Protein=0.000000,Carbohydrates=0.000000,Fat=0.000000,Fiber=0.000000,VitaminA=0.000000,VitaminB=0.000000,VitaminC=0.000000,VitaminD=0.000000,Iron=0.000000,Calcium=0.000000,Potassium=0.000000,Sodium=0.000000)","(Grants=())","False","None","1.000000","0"
"BirchBark01","BirchBark01","Material","Common","NSLOCTEXT(""DT_Items"", ""BirchBark01_DisplayName"", ""Birch Bark"")","NSLOCTEXT(""DT_Items"", ""BirchBark01_Description"", ""Flexible birch bark peeled in sheets. Birch bark is naturally waterproof and rot-resistant due to its oils. It served as roofing, containers, and even writing material across the northern hemisphere for millennia."")","NSLOCTEXT(""DT_Items"", ""BirchBark01_ShortDescription"", ""Flexible birch bark."")","Material,Bark,Birch,Era3","10","0.500000","3.000000","False","False","False","True","True","","(IconSmall=None,IconLarge=None,Tint=(R=1.000000,G=1.000000,B=1.000000,A=1.000000))","(WorldActorClass=None,StaticMesh=None,MaterialOverride=None,RelativeTransform=(Rotation=(X=0.000000,Y=0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),bSimulatePhysics=False)","(Calories=0.000000,WaterContent=0.000000,Protein=0.000000,Carbohydrates=0.000000,Fat=0.000000,Fiber=0.000000,VitaminA=0.000000,VitaminB=0.000000,VitaminC=0.000000,VitaminD=0.000000,Iron=0.000000,Calcium=0.000000,Potassium=0.000000,Sodium=0.000000)","(Grants=())","False","None","1.000000","0"
"OakBark01","OakBark01","Material","Common","NSLOCTEXT(""DT_Items"", ""OakBark01_DisplayName"", ""Oak Bark"")","NSLOCTEXT(""DT_Items"", ""OakBark01_Description"", ""Oak bark rich in tannins for leather processing. The tannins in oak bark bind to animal hide proteins, transforming soft putrescible skin into durable leather. This discovery revolutionized clothing and equipment."")","NSLOCTEXT(""DT_Items"", ""OakBark01_ShortDescription"", ""Tannin-rich oak bark."")","Material,Bark,Oak,Tanning,Era3","10","1.000000","5.000000","False","False","False","True","True","","(IconSmall=None,IconLarge=None,Tint=(R=1.000000,G=1.000000,B=1.000000,A=1.000000))","(WorldActorClass=None,StaticMesh=None,MaterialOverride=None,RelativeTransform=(Rotation=(X=0.000000,Y=0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000)),bSimulatePhysics=False)","(Calories=0.000000,WaterContent=0.000000,Protein=0.000000,Carbohydrates=0.000000,Fat=0.000000,Fiber=0.000000,VitaminA=0.000000,VitaminB=0.000000,VitaminC=0.000000,VitaminD=0.000000,Iron=0.000000,Calcium=0.000000,Potassium=0.000000,Sodium=0.000000)","(Grants=())","False","None","1.000000","0"
