"---","RecipeId","DisplayName","Description","Ingredients","Outputs","CraftTime","RequiredStation","RequiredSkillId","RequiredSkillLevel","RequiredKnowledge","SkillXPReward","Icon","Category","RequiredTools","bRequiresDiscovery","DiscoveryKnowledgeId","DiscoveryKnowledgeLevel","DiscoverySkillLevel","bIsBuilding","PlacementData","BuildParts","TotalBuildTime","BuildRange","ProvidedStationType","ContainerSlotCount","bRequiresFuel","MaxFuel","FuelConsumptionRate","AcceptedFuelItems","bIsHarvestRecipe","RequiredTargetTag","bDestroysTarget"
"SpinWoolThread","SpinWoolThread","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""SpinWoolThread_DisplayName"", ""Spin Wool Thread"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""SpinWoolThread_Description"", ""Draw out and twist wool fibers into continuous thread."")","((ItemDefinitionId=""WoolFleece01"",Quantity=1,bRequiresKnowledge=False))","((ItemDefinitionId=""WoolThread01"",Quantity=3,Chance=1.000000))","60.000000","None","Weaving","10","","35.000000","None","Materials","","True","WoolSpinning","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
"SpinFlaxThread","SpinFlaxThread","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""SpinFlaxThread_DisplayName"", ""Spin Flax Thread"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""SpinFlaxThread_Description"", ""Spin processed flax fibers into linen thread."")","((ItemDefinitionId=""FlaxFiber01"",Quantity=2,bRequiresKnowledge=False))","((ItemDefinitionId=""LinenThread01"",Quantity=2,Chance=1.000000))","60.000000","None","Weaving","10","","35.000000","None","Materials","","True","ThreadSpinning","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
"WeaveCloth","WeaveCloth","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""WeaveCloth_DisplayName"", ""Weave Cloth"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""WeaveCloth_Description"", ""Interlace threads on a loom to create fabric."")","((ItemDefinitionId=""WoolThread01"",Quantity=6,bRequiresKnowledge=False))","((ItemDefinitionId=""WovenCloth01"",Quantity=1,Chance=1.000000))","180.000000","None","Weaving","12","","60.000000","None","Materials","","True","LoomWeaving","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
"MakeSimpleLoom","MakeSimpleLoom","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""MakeSimpleLoom_DisplayName"", ""Make Simple Loom"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""MakeSimpleLoom_Description"", ""Construct a basic frame loom for weaving cloth."")","((ItemDefinitionId=""Branch01"",Quantity=4,bRequiresKnowledge=False),(ItemDefinitionId=""Cordage01"",Quantity=6,bRequiresKnowledge=False))","((ItemDefinitionId=""SimpleLoom01"",Quantity=1,Chance=1.000000))","90.000000","None","Weaving","10","","50.000000","None","Tools","","True","LoomWeaving","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
"SewClothTunic","SewClothTunic","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""SewClothTunic_DisplayName"", ""Sew Cloth Tunic"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""SewClothTunic_Description"", ""Cut and stitch cloth into a comfortable garment."")","((ItemDefinitionId=""WovenCloth01"",Quantity=2,bRequiresKnowledge=False),(ItemDefinitionId=""LinenThread01"",Quantity=2,bRequiresKnowledge=False))","((ItemDefinitionId=""ClothTunic01"",Quantity=1,Chance=1.000000))","100.000000","None","Weaving","14","","55.000000","None","Equipment","","True","Weaving","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
"HammerNativeCopper","HammerNativeCopper","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""HammerNativeCopper_DisplayName"", ""Hammer Native Copper"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""HammerNativeCopper_Description"", ""Cold-work native copper into simple shapes through hammering."")","((ItemDefinitionId=""NativeCopper01"",Quantity=2,bRequiresKnowledge=False))","((ItemDefinitionId=""CopperBead01"",Quantity=3,Chance=1.000000))","60.000000","None","Smithing","0","","40.000000","None","Materials","","True","CopperWorking","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
"CastCopperAwl","CastCopperAwl","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""CastCopperAwl_DisplayName"", ""Cast Copper Awl"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""CastCopperAwl_Description"", ""Melt copper in a crucible and cast a pointed tool for leather working."")","((ItemDefinitionId=""NativeCopper01"",Quantity=2,bRequiresKnowledge=False))","((ItemDefinitionId=""CopperAwl01"",Quantity=1,Chance=1.000000))","90.000000","Forge","Smithing","5","","50.000000","None","Tools","","True","CopperWorking","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
"SmeltCopperOre","SmeltCopperOre","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""SmeltCopperOre_DisplayName"", ""Smelt Copper Ore"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""SmeltCopperOre_Description"", ""Extract copper from malachite ore using high-temperature smelting."")","((ItemDefinitionId=""CopperOre01"",Quantity=3,bRequiresKnowledge=False),(ItemDefinitionId=""Charcoal01"",Quantity=5,bRequiresKnowledge=False))","((ItemDefinitionId=""CopperIngot01"",Quantity=1,Chance=1.000000))","120.000000","Forge","Smithing","10","","70.000000","None","Materials","","True","Smelting","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
"AlloyBronze","AlloyBronze","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""AlloyBronze_DisplayName"", ""Alloy Bronze"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""AlloyBronze_Description"", ""Combine copper and tin to create bronze - harder than either metal alone."")","((ItemDefinitionId=""CopperIngot01"",Quantity=3,bRequiresKnowledge=False),(ItemDefinitionId=""TinIngot01"",Quantity=1,bRequiresKnowledge=False))","((ItemDefinitionId=""BronzeIngot01"",Quantity=3,Chance=1.000000))","90.000000","Forge","Smithing","15","","85.000000","None","Materials","","True","BronzeCasting","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
"ForgeBronzeAxe","ForgeBronzeAxe","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""ForgeBronzeAxe_DisplayName"", ""Forge Bronze Axe"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""ForgeBronzeAxe_Description"", ""Cast and hammer a bronze axe head, then haft it to a wooden handle."")","((ItemDefinitionId=""BronzeIngot01"",Quantity=2,bRequiresKnowledge=False),(ItemDefinitionId=""Hardwood01"",Quantity=1,bRequiresKnowledge=False))","((ItemDefinitionId=""BronzeAxe01"",Quantity=1,Chance=1.000000))","120.000000","Forge","Smithing","18","","90.000000","None","Tools","","True","BronzeAxe","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
"ForgeBronzeSword","ForgeBronzeSword","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""ForgeBronzeSword_DisplayName"", ""Forge Bronze Sword"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""ForgeBronzeSword_Description"", ""Craft a leaf-shaped bronze blade - the first true swords."")","((ItemDefinitionId=""BronzeIngot01"",Quantity=3,bRequiresKnowledge=False),(ItemDefinitionId=""TannedLeather01"",Quantity=1,bRequiresKnowledge=False))","((ItemDefinitionId=""BronzeSword01"",Quantity=1,Chance=1.000000))","180.000000","Forge","Smithing","20","","110.000000","None","Weapons","","True","SwordFighting","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
"ForgeBronzeSpearhead","ForgeBronzeSpearhead","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""ForgeBronzeSpearhead_DisplayName"", ""Forge Bronze Spearhead"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""ForgeBronzeSpearhead_Description"", ""Cast a socketed bronze spearhead for mounting on a wooden shaft."")","((ItemDefinitionId=""BronzeIngot01"",Quantity=1,bRequiresKnowledge=False),(ItemDefinitionId=""StraightBranch01"",Quantity=1,bRequiresKnowledge=False))","((ItemDefinitionId=""BronzeSpear01"",Quantity=1,Chance=1.000000))","90.000000","Forge","Smithing","16","","75.000000","None","Weapons","","True","SwordFighting","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
"ForgeBronzeKnife","ForgeBronzeKnife","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""ForgeBronzeKnife_DisplayName"", ""Forge Bronze Knife"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""ForgeBronzeKnife_Description"", ""Hammer out a bronze knife blade and fit it with a handle."")","((ItemDefinitionId=""BronzeIngot01"",Quantity=1,bRequiresKnowledge=False),(ItemDefinitionId=""Hardwood01"",Quantity=1,bRequiresKnowledge=False))","((ItemDefinitionId=""BronzeKnife01"",Quantity=1,Chance=1.000000))","75.000000","Forge","Smithing","16","","60.000000","None","Tools","","True","BronzeAxe","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
"MakeSmithHammer","MakeSmithHammer","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""MakeSmithHammer_DisplayName"", ""Make Smith Hammer"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""MakeSmithHammer_Description"", ""Craft a heavy hammer for metalworking."")","((ItemDefinitionId=""Stone01"",Quantity=2,bRequiresKnowledge=False),(ItemDefinitionId=""Hardwood01"",Quantity=1,bRequiresKnowledge=False),(ItemDefinitionId=""Cordage01"",Quantity=2,bRequiresKnowledge=False))","((ItemDefinitionId=""SmithHammer01"",Quantity=1,Chance=1.000000))","60.000000","None","Smithing","8","","45.000000","None","Tools","","True","AnvilWork","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
"MakeLeatherArmor","MakeLeatherArmor","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""MakeLeatherArmor_DisplayName"", ""Make Leather Armor"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""MakeLeatherArmor_Description"", ""Layer and harden leather into protective body armor."")","((ItemDefinitionId=""TannedLeather01"",Quantity=5,bRequiresKnowledge=False),(ItemDefinitionId=""Cordage01"",Quantity=4,bRequiresKnowledge=False))","((ItemDefinitionId=""LeatherArmor01"",Quantity=1,Chance=1.000000))","180.000000","None","Leatherworking","15","","80.000000","None","Equipment","","True","LeatherArmor","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
"MakeWoodenShield","MakeWoodenShield","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""MakeWoodenShield_DisplayName"", ""Make Wooden Shield"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""MakeWoodenShield_Description"", ""Construct a wooden shield faced with rawhide for protection in combat."")","((ItemDefinitionId=""Plank01"",Quantity=2,bRequiresKnowledge=False),(ItemDefinitionId=""RawHide01"",Quantity=1,bRequiresKnowledge=False),(ItemDefinitionId=""Cordage01"",Quantity=2,bRequiresKnowledge=False))","((ItemDefinitionId=""WoodenShield01"",Quantity=1,Chance=1.000000))","120.000000","None","Woodworking","12","","60.000000","None","Equipment","","True","ShieldUse","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
"ForgeBronzeHelmet","ForgeBronzeHelmet","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""ForgeBronzeHelmet_DisplayName"", ""Forge Bronze Helmet"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""ForgeBronzeHelmet_Description"", ""Hammer sheet bronze into a protective helmet."")","((ItemDefinitionId=""BronzeIngot01"",Quantity=3,bRequiresKnowledge=False),(ItemDefinitionId=""TannedLeather01"",Quantity=1,bRequiresKnowledge=False))","((ItemDefinitionId=""BronzeHelmet01"",Quantity=1,Chance=1.000000))","240.000000","Forge","Smithing","22","","120.000000","None","Equipment","","True","BronzeArmor","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
"ForgeBronzeShield","ForgeBronzeShield","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""ForgeBronzeShield_DisplayName"", ""Forge Bronze Shield"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""ForgeBronzeShield_Description"", ""Create a shield with bronze facing for superior protection."")","((ItemDefinitionId=""BronzeIngot01"",Quantity=4,bRequiresKnowledge=False),(ItemDefinitionId=""Plank01"",Quantity=1,bRequiresKnowledge=False),(ItemDefinitionId=""TannedLeather01"",Quantity=1,bRequiresKnowledge=False))","((ItemDefinitionId=""BronzeShield01"",Quantity=1,Chance=1.000000))","200.000000","Forge","Smithing","20","","100.000000","None","Equipment","","True","BronzeArmor","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
"ThrowWheelPot","ThrowWheelPot","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""ThrowWheelPot_DisplayName"", ""Throw Wheel Pottery"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""ThrowWheelPot_Description"", ""Shape clay on a potters wheel for uniform, thin-walled vessels."")","((ItemDefinitionId=""Clay01"",Quantity=2,bRequiresKnowledge=False))","((ItemDefinitionId=""WheelThrownPot01"",Quantity=1,Chance=1.000000))","45.000000","Workbench","Pottery","15","","50.000000","None","Equipment","","True","WheelThrowing","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
"MakePottersWheel","MakePottersWheel","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""MakePottersWheel_DisplayName"", ""Make Potters Wheel"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""MakePottersWheel_Description"", ""Construct a rotating platform for throwing pottery."")","((ItemDefinitionId=""Plank01"",Quantity=3,bRequiresKnowledge=False),(ItemDefinitionId=""Stone01"",Quantity=1,bRequiresKnowledge=False))","((ItemDefinitionId=""PottersWheel01"",Quantity=1,Chance=1.000000))","180.000000","None","Woodworking","15","","80.000000","None","Tools","","True","WheelThrowing","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
"BuildChariot","BuildChariot","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""BuildChariot_DisplayName"", ""Build Chariot"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""BuildChariot_Description"", ""Construct a two-wheeled war chariot - the ultimate Bronze Age weapon platform."")","((ItemDefinitionId=""Plank01"",Quantity=8,bRequiresKnowledge=False),(ItemDefinitionId=""BronzeIngot01"",Quantity=4,bRequiresKnowledge=False),(ItemDefinitionId=""TannedLeather01"",Quantity=4,bRequiresKnowledge=False),(ItemDefinitionId=""Cordage01"",Quantity=10,bRequiresKnowledge=False))","((ItemDefinitionId=""Chariot01"",Quantity=1,Chance=1.000000))","600.000000","None","Woodworking","25","","200.000000","None","Equipment","","True","ChariotBuilding","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
"MakeScaleArmor","MakeScaleArmor","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""MakeScaleArmor_DisplayName"", ""Make Scale Armor"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""MakeScaleArmor_Description"", ""Assemble overlapping bronze scales onto a leather backing."")","((ItemDefinitionId=""BronzeIngot01"",Quantity=6,bRequiresKnowledge=False),(ItemDefinitionId=""TannedLeather01"",Quantity=3,bRequiresKnowledge=False),(ItemDefinitionId=""Cordage01"",Quantity=4,bRequiresKnowledge=False))","((ItemDefinitionId=""ScaleArmor01"",Quantity=1,Chance=1.000000))","360.000000","Forge","Smithing","25","","150.000000","None","Equipment","","True","ScaleArmor","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
"ForgeBronzeGreaves","ForgeBronzeGreaves","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""ForgeBronzeGreaves_DisplayName"", ""Forge Bronze Greaves"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""ForgeBronzeGreaves_Description"", ""Hammer bronze into shin guards for leg protection."")","((ItemDefinitionId=""BronzeIngot01"",Quantity=2,bRequiresKnowledge=False),(ItemDefinitionId=""TannedLeather01"",Quantity=1,bRequiresKnowledge=False))","((ItemDefinitionId=""BronzeGreaves01"",Quantity=1,Chance=1.000000))","150.000000","Forge","Smithing","20","","90.000000","None","Equipment","","True","BronzeArmor","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
"GlazePottery","GlazePottery","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""GlazePottery_DisplayName"", ""Glaze Pottery"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""GlazePottery_Description"", ""Apply mineral glazes to pottery before firing for a waterproof finish."")","((ItemDefinitionId=""CrudePottery01"",Quantity=1,bRequiresKnowledge=False),(ItemDefinitionId=""MineralGlaze01"",Quantity=1,bRequiresKnowledge=False))","((ItemDefinitionId=""GlazedPottery01"",Quantity=1,Chance=1.000000))","90.000000","Forge","Pottery","18","","60.000000","None","Equipment","","True","Glazing","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
"MakeGlass","MakeGlass","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""MakeGlass_DisplayName"", ""Make Glass"")","NSLOCTEXT(""Recipes [40E94CAC0878528FA6EFADE17AF8FFE7]"", ""MakeGlass_Description"", ""Fuse sand and soda ash at high temperature to create glass."")","((ItemDefinitionId=""Sand01"",Quantity=3,bRequiresKnowledge=False),(ItemDefinitionId=""SodaAsh01"",Quantity=1,bRequiresKnowledge=False))","((ItemDefinitionId=""RawGlass01"",Quantity=1,Chance=1.000000))","120.000000","Forge","Smithing","20","","80.000000","None","Materials","","True","GlassMaking","1","0","False","(bPrefersGroundPlacement=True,bPrefersWallPlacement=False,bPrefersCeilingPlacement=False,bAllowZRotation=True,bAllowXRotation=False,bAllowYRotation=False,RotationIncrement=15.000000,bRequiresNoCollision=True,PreviewMesh=None,PreviewScale=(X=1.000000,Y=1.000000,Z=1.000000),BuildableActorClass=None)","","60.000000","150.000000","None","0","False","100.000000","1.000000","","False","None","False"
